"id","length","diameter","height","volume","weight","shucked_weight","viscera_weight","shell_weight","rings","sex"
1026,44.55,35.22,0,0,44.341,21.393,8.91,11.914,8,"J"
1030,48.69,38.33,13.99,17.14,56.669,22.999,13.727,17.612,12,"M"
1034,54.39,41.96,12.95,19.73,68.065,30.925,15.592,17.405,10,"J"
1035,56.46,44.03,12.95,21.32,79.565,30.458,15.488,26.936,16,"F"
1040,47.66,37.81,12.95,15.69,48.381,19.632,9.79,16.369,10,"M"
1042,49.21,37.81,12.43,15.45,54.908,25.952,10.101,16.835,10,"J"
1045,60.09,45.07,15.54,27.14,86.402,44.341,15.695,23.828,8,"F"
1050,13.47,10.36,3.11,0.29,1.347,0.466,0.311,0.414,3,"J"
1051,67.34,52.84,18.13,42.68,139.86,59.57,32.686,40.249,10,"F"
1056,42.99,35.22,13.47,13.3,38.073,15.126,9.169,12.432,10,"F"
1058,62.68,48.69,17.09,36.12,127.583,62.419,27.143,30.303,11,"M"
1059,48.17,38.33,11.91,14.85,42.217,15.695,9.687,15.074,9,"J"
1065,43.51,31.08,10.88,9.65,32.738,13.002,7.252,10.723,7,"J"
1066,55.94,44.03,13.47,22.55,74.644,30.614,17.508,23.31,10,"J"
1069,44.03,33.67,11.4,11.24,34.551,17.923,4.662,10.36,7,"J"
1072,52.32,40.4,11.91,17.13,57.861,26.677,12.328,15.903,8,"M"
1077,45.58,34.71,11.91,12.75,43.667,17.923,7.925,11.707,7,"J"
1079,66.3,51.28,17.61,39.88,127.065,50.764,39.057,29.785,11,"F"
1081,59.57,47.66,15.54,29.68,96.037,34.499,21.445,30.925,9,"F"
1082,46.62,39.37,17.09,21.42,84.589,25.9,19.839,27.454,23,"F"
1085,67.34,53.35,18.65,44.31,137.943,58.689,35.949,41.958,13,"M"
1086,30.56,22.79,7.25,3.32,13.054,5.335,2.849,3.626,6,"J"
1088,57.5,41.96,12.43,20.51,94.587,47.501,20.306,21.393,9,"F"
1091,26.42,19.17,6.22,2.13,9.117,3.781,2.176,2.383,5,"J"
1094,58.02,46.62,19.17,33.62,110.852,39.42,18.13,42.476,19,"M"
1096,60.09,45.58,18.13,34.12,126.962,55.996,28.024,33.825,10,"M"
1099,58.02,47.14,15.02,26.26,100.906,56.669,16.731,24.346,9,"J"
1100,61.64,48.69,16.06,32.78,124.475,50.971,40.041,27.454,10,"M"
1102,61.12,49.21,15.02,29.8,109.091,45.739,27.143,33.67,15,"M"
1103,70.97,56.98,19.68,51.54,195.286,92.204,42.476,50.712,10,"M"
1104,64.75,50.76,19.68,44.06,176.275,77.337,42.528,39.938,11,"F"
1108,54.91,43.51,14.5,23.6,70.085,26.522,19.218,21.549,9,"J"
1110,59.57,46.62,13.99,25.91,85.418,34.965,21.911,24.76,11,"J"
1113,56.46,44.03,13.99,23.03,87.49,38.643,21.756,24.346,10,"M"
1122,58.53,46.62,16.06,28.21,109.764,49.055,24.864,27.454,10,"M"
1125,47.66,36.78,14.5,17.07,51.127,22.378,13.779,11.914,13,"J"
1126,39.37,29.01,9.84,7.6,29.889,17.094,4.507,6.941,7,"J"
1130,39.89,31.08,11.91,9.83,35.587,17.042,8.806,10.619,6,"M"
1131,63.71,52.32,17.09,36.69,120.901,50.712,30.614,35.742,10,"M"
1135,50.25,40.4,13.99,18.93,63.921,25.9,13.934,16.939,8,"M"
1136,62.16,48.17,15.54,31.56,114.219,56.514,27.143,25.9,8,"F"
1137,72,56.98,20.2,55.13,172.442,75.317,37.296,46.102,11,"M"
1139,53.35,39.89,12.95,18.28,63.351,32.893,13.105,15.54,8,"J"
1140,68.38,55.43,21.24,53.28,149.339,61.383,28.749,50.764,10,"F"
1144,63.2,48.69,18.13,37.28,125.77,55.063,29.371,33.67,10,"M"
1145,65.27,50.76,16.06,36.22,127.324,55.426,30.044,34.706,11,"M"
1150,71.48,56.98,18.65,53.22,171.872,90.287,27.506,45.532,9,"F"
1153,70.45,53.87,19.17,48.74,159.648,62.005,40.922,47.397,10,"F"
1156,51.8,38.85,11.91,15.98,61.59,19.166,15.333,19.684,11,"F"
1160,41.44,32.63,10.36,9.86,33.411,14.815,7.615,9.428,6,"J"
1161,34.19,25.9,10.88,6.51,17.767,6.786,3.626,6.216,7,"J"
1163,49.73,36.26,10.36,12.79,53.768,24.501,13.209,13.054,7,"J"
1164,55.43,47.66,15.02,27.32,81.585,35.172,20.772,20.72,8,"F"
1165,73.04,57.5,20.2,55.96,181.559,73.608,43.667,53.458,12,"F"
1171,61.64,45.07,15.54,28.18,93.24,43.253,17.612,27.454,8,"F"
1183,55.94,45.58,16.58,29.43,112.976,40.508,23.776,36.778,15,"F"
1186,54.91,44.03,13.47,20.98,79.513,43.408,12.484,21.756,9,"J"
1191,11.4,9.32,3.11,0.22,0.829,0.259,0.207,0.311,3,"J"
1194,69.41,60.61,16.58,47.72,135.612,56.41,30.51,42.787,10,"F"
1195,47.14,37.81,9.84,11.7,53.25,23.258,10.464,15.54,15,"M"
1202,74.59,59.57,23.83,71.17,235.12,91.531,41.285,68.894,16,"M"
1203,65.79,51.8,19.68,46.01,133.644,61.435,31.546,36.467,8,"F"
1205,34.19,22.27,7.77,3.82,11.862,4.662,2.745,3.626,6,"M"
1206,32.63,23.83,7.25,3.76,11.862,4.766,2.435,3.989,5,"J"
1207,58.02,47.14,19.68,36.05,73.97,29.319,13.364,28.49,9,"F"
1208,40.92,30.56,9.84,8.53,23.258,8.081,5.594,8.288,10,"F"
1211,54.39,41.96,15.02,22.45,72.157,31.546,15.903,21.756,8,"J"
1215,53.87,42.48,14.5,22.87,62.108,25.071,14.245,18.855,11,"J"
1222,62.16,49.21,15.54,32.61,112.82,53.82,23.103,30.251,11,"M"
1223,56.46,43.51,13.47,21.25,91.064,38.746,17.56,23.828,13,"M"
1227,30.04,22.27,6.73,2.97,10.205,4.403,2.176,3.212,5,"J"
1229,48.17,37.3,11.91,14.43,60.036,30.562,14.452,12.432,7,"M"
1231,63.71,52.84,15.54,35.05,134.266,56.462,34.343,33.152,9,"M"
1232,67.34,54.39,17.09,42.95,128.257,67.029,25.745,31.132,9,"F"
1233,75.11,62.16,20.72,68.41,179.953,72.209,37.141,61.642,11,"F"
1237,48.69,36.26,12.95,15.71,44.703,19.684,12.069,12.173,6,"J"
1239,74.07,56.46,18.65,51.22,180.316,90.236,35.949,46.516,10,"M"
1240,42.99,33.67,10.36,10.11,39.886,17.301,8.288,12.95,7,"J"
1242,67.86,53.87,18.65,45.23,154.571,74.437,37.296,36.778,11,"M"
1245,55.43,41.44,13.99,21.3,85.107,40.767,20.306,21.238,8,"F"
1248,62.16,47.14,17.61,34.2,123.439,72.106,24.812,24.864,8,"M"
1254,30.56,22.27,7.25,3.24,12.536,4.869,1.606,4.196,6,"J"
1258,62.68,48.69,18.65,39.37,115.566,49.624,26.573,33.256,10,"M"
1261,69.41,53.87,17.09,42.65,144.004,73.66,29.681,31.08,11,"M"
1263,66.3,60.61,20.2,55.26,170.629,74.851,34.292,48.796,12,"M"
1267,65.79,52.84,17.61,42.34,140.43,64.128,31.598,40.404,9,"M"
1270,35.74,29.53,10.36,7.62,23.051,8.961,6.009,7.77,8,"J"
1271,62.68,52.32,18.65,39.71,148.562,75.473,27.35,44.652,11,"F"
1273,64.23,49.21,16.58,35.5,137.218,71.121,24.139,33.929,9,"F"
1274,50.76,38.33,11.4,14.78,55.737,28.076,10.723,14.4,8,"J"
1277,52.84,40.4,13.99,20.55,79.668,40.767,15.074,19.684,8,"M"
1283,48.69,36.26,13.47,16.29,48.278,19.114,10.256,15.022,11,"J"
1284,59.05,43.51,16.06,27.98,104.429,39.057,19.995,35.224,13,"M"
1291,64.75,50.76,18.13,39.36,127.739,57.653,25.589,37.814,11,"F"
1292,59.57,46.1,13.99,26.58,91.479,39.472,21.083,26.936,11,"F"
1295,42.48,33.15,9.84,9.16,30.096,14.608,6.527,7.563,5,"J"
1299,42.99,31.6,10.36,9.74,33.67,16.162,5.232,9.428,6,"M"
1303,38.85,29.53,8.29,6.02,23.414,10.101,4.144,7.511,7,"J"
1306,59.05,47.66,13.99,25.58,101.476,41.129,26.159,27.506,9,"F"
1310,45.58,35.74,12.43,13.64,50.453,20.357,11.189,16.576,14,"J"
1314,42.99,33.67,11.4,10.94,32.738,14.349,8.236,9.583,8,"J"
1323,73.04,57.5,20.72,57.95,152.137,48.847,33.515,53.872,19,"F"
1330,58.53,45.58,18.13,32.77,93.499,32.116,19.995,33.67,14,"M"
1331,65.27,49.73,15.54,34,131.676,68.428,25.123,32.116,11,"M"
1332,24.35,13.47,7.77,1.71,16.421,7.097,3.833,4.817,5,"J"
1333,49.21,37.81,11.91,14.07,58.638,29.112,12.121,13.831,7,"F"
1335,64.75,51.28,19.17,42.2,143.331,73.608,31.132,35.742,11,"M"
1338,45.07,36.26,10.88,11.54,43.46,20.098,10.412,13.468,7,"F"
1340,58.02,46.62,16.58,29.25,95.519,44.755,18.441,26.936,15,"M"
1347,66.3,50.25,15.54,34.36,113.753,53.82,22.999,32.893,10,"M"
1349,57.5,41.44,13.47,20.61,73.297,34.395,16.421,18.648,7,"M"
1351,64.23,51.8,18.65,42.14,144.159,75.214,28.956,34.395,11,"M"
1356,44.55,34.19,10.36,10.52,46.516,26.314,8.547,10.049,6,"J"
1361,56.46,43.51,12.43,21.09,81.481,41.751,19.166,17.612,7,"M"
1362,65.79,52.32,16.06,37.72,133.592,61.538,32.53,35.742,11,"F"
1364,52.84,39.37,13.99,19.89,70.552,35.587,14.711,17.612,9,"M"
1365,50.76,39.37,13.47,17.91,55.84,23.724,14.038,17.094,12,"F"
1366,29.01,21.76,8.29,3.57,11.241,4.248,2.745,3.574,7,"M"
1369,55.94,40.4,12.95,19.99,64.802,26.159,16.369,19.684,8,"J"
1372,64.23,49.21,19.17,40.52,137.27,62.626,33.67,34.188,13,"M"
1375,59.05,46.62,18.65,35.48,94.069,41.595,22.481,26.418,9,"F"
1376,49.73,37.81,13.99,17.32,66.252,30.51,11.707,18.13,8,"F"
1378,67.86,56.98,18.65,46.81,131.986,60.71,29.112,37.814,10,"M"
1386,33.67,24.86,7.25,4.28,15.747,5.853,3.16,5.594,8,"J"
1388,61.12,48.69,15.54,31.7,103.134,49.832,24.035,24.864,8,"M"
1397,46.62,33.15,10.36,10.8,39.472,17.664,7.77,11.914,9,"M"
1399,60.61,48.17,17.61,33.99,102.719,40.041,23.206,27.454,12,"F"
1400,59.57,46.1,15.02,28.17,87.749,42.994,20.15,22.792,9,"M"
1403,63.2,46.62,16.58,32.15,117.69,42.89,32.22,31.08,9,"F"
1406,58.02,45.58,14.5,26.17,85.47,41.647,14.4,25.382,10,"J"
1412,48.17,36.26,11.91,13.87,43.616,16.213,9.428,13.934,9,"F"
1414,63.2,49.73,19.68,40.39,134.214,54.027,33.411,37.814,12,"F"
1417,45.07,32.63,11.4,11.43,38.177,16.731,7.407,12.432,7,"J"
1424,53.87,44.03,16.06,25.66,80.135,30.769,12.743,26.418,17,"M"
1425,54.91,43.51,13.47,21.73,68.169,30.666,12.898,20.513,8,"J"
1433,48.17,38.33,10.36,12.59,52.37,24.242,11.396,14.504,7,"J"
1438,72,54.91,19.68,53.37,178.814,78.995,45.17,47.138,11,"M"
1439,35.74,26.42,8.81,5.48,20.772,10.878,3.833,5.18,5,"J"
1440,51.8,38.33,12.43,16.56,56.41,25.796,11.033,15.747,8,"J"
1449,47.66,39.37,13.99,17.83,49.935,21.445,12.691,15.022,10,"M"
1455,56.98,44.03,15.02,26.35,92.204,44.807,17.716,24.45,10,"J"
1461,63.2,48.69,16.58,33.95,105.879,46.516,24.294,30.51,9,"M"
1463,60.09,47.66,12.43,24.86,102.927,47.915,24.709,29.008,11,"F"
1472,29.01,20.72,8.29,3.28,9.479,3.419,2.227,3.108,5,"M"
1474,63.2,49.21,18.13,36.39,106.086,42.372,27.04,33.359,9,"M"
1476,56.98,46.62,14.5,25.81,78.011,35.69,13.727,24.864,8,"J"
1481,68.38,52.32,17.09,42.03,142.346,61.02,36.364,35.742,10,"M"
1483,64.75,48.69,17.61,35.86,120.849,47.708,26.573,40.87,11,"M"
1484,55.43,43.51,12.95,20.31,76.457,36.778,19.632,18.596,8,"M"
1485,59.57,46.62,19.17,35.58,95.83,35.431,20.409,36.26,12,"M"
1486,70.45,53.87,19.17,47.99,154.778,63.714,40.767,42.062,11,"F"
1487,63.71,49.21,19.68,40.68,148.511,75.783,31.598,34.033,9,"M"
1489,52.32,40.4,11.91,17.03,68.376,31.546,16.11,18.13,8,"F"
1494,63.71,49.73,19.17,40.33,126.444,51.645,32.634,34.188,10,"M"
1495,24.35,17.61,5.7,1.67,5.335,1.865,1.088,2.02,7,"M"
1496,59.57,45.07,13.47,23.67,104.688,38.125,22.999,33.152,10,"M"
1497,68.38,53.87,19.68,48.13,161.409,78.218,30.873,41.44,10,"M"
1499,64.75,51.8,18.65,41.84,141.984,66.822,31.391,38.384,12,"M"
1500,54.39,44.55,17.09,27.7,74.281,29.94,18.078,20.202,10,"F"
1502,67.34,53.35,19.17,45.21,142.398,77.7,18.7,38.228,12,"M"
1506,41.44,33.67,12.43,11.56,32.997,13.882,5.853,9.842,8,"F"
1511,41.44,30.56,9.84,8.18,26.107,11.448,5.957,6.838,6,"J"
1513,58.53,46.62,17.09,29.7,101.165,33.359,25.278,38.332,12,"F"
1518,63.2,51.28,18.13,39.73,130.899,54.908,32.634,35.794,10,"F"
1523,61.64,49.21,16.58,34.54,118.156,56.669,23.932,28.076,6,"F"
1526,54.39,41.44,13.47,20.46,72.468,32.271,13.572,23.103,9,"F"
1527,62.68,50.76,15.02,32.32,134.68,53.561,34.033,32.116,14,"M"
1530,61.12,49.73,16.58,33.97,130.743,58.897,28.231,34.706,9,"M"
1534,47.14,37.3,11.91,13.79,47.345,21.601,8.858,15.229,10,"J"
1541,42.48,33.67,12.43,12.27,38.798,16.369,8.392,12.95,12,"M"
1543,40.4,31.08,10.36,8.8,27.454,11.137,6.216,8.961,13,"F"
1544,52.32,40.4,16.58,23.81,66.718,25.641,20.979,16.939,9,"F"
1547,50.76,39.37,16.06,21.61,59.881,24.812,13.002,18.648,9,"F"
1549,75.11,58.53,21.76,66.95,221.963,106.708,50.453,52.111,14,"F"
1555,59.57,46.62,13.99,26.29,83.605,37.451,18.234,26.314,10,"J"
1559,50.25,40.4,10.36,14.31,57.653,22.947,11.966,19.166,9,"F"
1561,68.89,54.39,16.06,39.69,140.637,55.167,31.546,46.465,10,"M"
1562,63.71,50.76,17.61,37.07,118.622,50.919,21.549,35.535,13,"M"
1563,68.38,55.43,20.72,52.09,185.548,75.939,32.945,55.944,15,"M"
1565,62.68,49.21,18.13,36.45,111.474,47.967,22.74,34.706,9,"F"
1566,69.41,51.8,19.68,48.1,157.368,63.818,40.197,42.994,10,"M"
1581,51.28,38.85,12.43,16.85,61.02,31.857,12.587,14.556,8,"J"
1586,62.16,48.69,17.09,35.68,109.712,52.214,24.968,28.49,9,"M"
1589,30.04,23.31,8.29,3.73,13.416,5.543,2.694,4.662,10,"M"
1594,51.8,37.81,13.47,17.84,61.59,32.012,11.241,15.903,9,"M"
1600,48.17,37.3,8.29,10.23,50.557,19.788,12.95,16.058,11,"M"
1601,56.98,48.69,15.54,29.11,95.364,39.472,25.227,27.713,10,"F"
1603,61.64,51.8,17.09,37.41,109.816,41.647,29.008,28.49,11,"M"
1604,55.94,43.51,13.47,22.22,77.752,38.125,17.353,19.114,9,"F"
1605,62.16,48.69,19.68,39.77,117.534,50.971,26.884,34.965,10,"F"
1608,45.58,35.22,10.88,11.31,35.638,12.743,8.392,12.95,8,"J"
1613,63.71,48.69,17.09,35.54,116.861,46.257,22.74,35.224,10,"M"
1616,59.05,46.62,16.58,30.16,89.251,38.591,22.533,26.418,12,"M"
1617,64.75,50.76,12.43,27.85,90.805,47.242,18.648,24.139,10,"M"
1622,63.2,48.17,15.54,30.8,99.508,46.568,17.871,29.63,9,"J"
1623,48.17,36.26,11.4,13.02,42.321,17.094,10.567,13.572,8,"F"
1625,55.94,42.48,15.02,24.28,102.46,29.163,22.067,36.778,19,"M"
1633,72,59.05,23.83,67.27,195.286,89.769,45.066,51.8,19,"M"
1635,55.94,44.03,16.58,27.13,97.954,38.073,20.772,30.562,9,"F"
1638,49.21,36.26,12.43,15.04,50.816,21.083,13.468,13.986,7,"J"
1642,54.91,42.99,13.47,21.73,87.283,28.49,20.15,27.454,20,"M"
1644,53.87,41.44,12.43,18.62,85.263,30.873,18.7,27.454,15,"M"
1649,29.01,21.76,6.73,2.85,11.5,4.403,2.953,3.108,6,"J"
1652,44.55,35.74,11.91,12.54,31.546,9.583,5.698,12.432,11,"M"
1655,38.33,29.01,10.88,8.15,23.206,8.443,5.957,7.77,8,"M"
1657,73.04,58.53,53.35,153.95,228.956,114.737,50.401,53.043,10,"M"
1659,56.98,48.17,15.54,28.09,112.095,37.037,20.098,19.684,14,"F"
1663,64.23,51.8,20.72,45.36,126.496,47.708,27.247,44.548,12,"M"
1667,66.82,54.39,19.68,47.84,151.619,68.531,35.587,45.066,19,"F"
1670,65.27,49.73,15.54,33.62,122.093,53.717,25.693,33.515,8,"M"
1671,56.98,39.89,13.47,20.4,75.369,35.535,16.835,19.684,8,"M"
1675,43.51,33.67,12.95,12.3,40.559,16.317,10.619,11.914,9,"J"
1682,48.69,38.33,18.65,23.63,52.836,19.839,13.313,16.835,9,"M"
1687,56.46,40.4,13.99,20.73,81.171,43.771,18.803,16.162,7,"M"
1692,64.75,53.35,16.58,37.91,130.95,59.207,33.774,33.256,9,"F"
1693,60.09,46.62,19.17,36.42,103.134,40.87,28.179,29.526,11,"F"
1696,70.45,53.87,17.09,45.2,153.069,75.006,28.904,42.062,11,"M"
1697,61.64,48.17,15.54,30.6,106.242,42.683,28.438,29.94,11,"F"
1699,59.57,46.62,16.58,29.6,110.645,57.602,22.17,26.677,10,"F"
1700,69.93,54.39,17.61,44.77,187.464,81.222,40.508,47.138,12,"F"
1705,51.8,40.4,13.99,19.46,68.324,32.582,15.903,16.213,6,"M"
1706,51.28,39.37,13.99,18.18,65.216,27.247,14.763,22.274,12,"M"
1708,55.94,43.51,14.5,24.12,83.398,38.228,17.871,21.756,11,"F"
1709,41.96,31.08,8.81,7.64,31.443,15.54,5.232,9.117,7,"J"
1713,45.58,35.22,14.5,14.85,49.935,19.27,11.241,16.576,9,"F"
1714,44.55,34.71,10.88,11.2,39.161,19.477,8.133,9.324,6,"J"
1719,45.58,36.26,13.99,15.73,45.066,18.803,8.599,12.95,12,"J"
1724,51.28,40.92,12.95,18.34,56.099,24.605,13.934,16.058,9,"M"
1727,67.86,53.35,16.58,40.45,135.716,57.291,38.228,35.742,11,"M"
1729,76.66,62.16,20.2,63.6,204.506,61.953,42.321,73.556,16,"F"
1730,31.08,22.79,8.29,4.01,12.536,4.921,4.351,3.626,5,"J"
1731,51.8,41.96,15.54,21.78,61.797,26.211,13.054,19.166,12,"F"
1732,35.22,27.45,7.25,4.77,19.166,6.475,4.092,7.252,7,"J"
1736,54.91,44.03,13.47,21.55,77.234,31.028,14.038,25.382,10,"M"
1737,59.05,47.14,16.06,30.27,86.195,37.141,18.026,28.697,11,"M"
1739,77.7,59.05,21.76,68.18,231.65,114.892,53.82,56.462,11,"F"
1740,59.05,48.17,16.06,30.95,90.339,33.618,24.76,29.526,14,"F"
1749,54.91,40.92,13.47,20.84,59.57,25.589,11.914,18.959,9,"J"
1750,62.16,50.25,17.09,36.83,118.156,60.813,22.533,29.837,9,"F"
1755,65.79,54.39,18.65,44.34,141.88,65.682,32.945,37.607,11,"F"
1756,44.03,33.67,11.91,12.03,38.177,16.783,8.961,10.826,7,"J"
1758,38.85,29.53,10.36,7.98,24.76,10.878,5.75,7.252,8,"J"
1765,39.37,33.67,11.4,10.28,32.168,12.432,7.666,10.878,10,"F"
1766,74.07,54.39,19.17,51.15,161.616,68.946,39.679,41.958,11,"F"
1768,53.87,41.44,17.09,26.19,88.733,28.438,20.824,21.756,12,"M"
1769,55.43,45.07,16.06,26.64,92.359,35.379,18.337,25.9,13,"M"
1777,36.78,29.53,9.84,7.25,23.569,9.894,4.921,7.407,6,"J"
1779,23.83,18.13,6.73,1.99,6.682,2.694,1.088,2.072,5,"J"
1784,44.55,33.67,11.4,10.97,38.073,14.038,9.687,12.432,13,"J"
1794,66.82,51.8,16.58,38.25,143.123,69.619,33.774,32.634,9,"M"
1795,59.05,48.17,18.65,35.83,103.548,41.958,28.697,30.562,16,"F"
1797,49.21,37.81,11.91,15.13,50.764,23.103,12.795,13.831,9,"J"
1799,44.03,39.37,10.88,12.69,33.825,13.313,8.133,10.36,10,"J"
1800,47.14,35.74,10.88,12.71,41.492,16.99,7.822,13.054,8,"J"
1804,73.04,58.02,21.24,62.94,246.672,102.719,51.852,64.646,10,"F"
1810,56.98,42.99,13.99,23.14,83.864,30.925,20.875,29.008,12,"J"
1811,48.17,37.3,10.88,13.63,50.557,19.477,8.754,19.684,10,"M"
1814,46.1,36.26,13.47,15.91,43.46,17.56,9.79,12.38,7,"J"
1815,67.34,53.35,20.2,48.09,145.092,53.82,37.296,45.584,13,"F"
1817,38.33,29.01,9.32,6.9,22.585,10.308,5.646,6.371,7,"J"
1818,68.89,54.39,18.13,45.56,149.495,68.739,39.834,36.571,11,"M"
1821,36.78,30.04,9.32,6.64,33.929,13.882,8.91,9.324,9,"M"
1822,62.16,51.28,17.09,35.76,128.619,50.246,28.749,35.224,15,"M"
1828,37.3,27.97,9.84,6.6,20.72,7.563,5.802,6.32,8,"J"
1833,36.78,27.45,8.81,5.8,25.227,12.639,5.439,6.216,6,"J"
1834,62.16,51.8,16.58,35.28,116.239,52.784,26.522,32.012,10,"F"
1837,60.09,47.66,13.47,26.02,95.416,36.985,18.752,30.044,13,"M"
1841,42.48,32.63,9.84,9.21,31.702,12.536,7.615,9.324,9,"M"
1842,64.75,53.35,16.06,36.74,120.539,50.505,26.832,36.778,11,"F"
1844,17.61,12.95,5.7,0.87,2.435,0.932,0.57,0.829,6,"J"
1845,65.27,51.8,19.17,43.17,143.279,55.944,34.343,39.368,10,"F"
1847,34.71,25.38,9.32,5.67,20.875,9.946,4.196,4.973,7,"J"
1850,59.57,44.55,16.06,27.64,82.414,36.105,19.943,22.792,9,"F"
1853,65.27,50.25,16.58,36.86,128.775,64.543,28.49,31.08,10,"M"
1854,55.43,43.51,17.09,28.64,95.26,34.758,20.565,26.936,16,"M"
1855,60.09,46.62,17.61,31.97,100.544,47.811,24.035,25.693,9,"F"
1860,30.04,23.83,7.77,3.76,12.069,4.455,2.642,4.144,7,"M"
1863,54.91,43.51,13.47,21.86,103.704,35.224,23.414,27.454,17,"F"
1866,58.53,41.44,13.47,22.04,72.261,31.857,17.249,18.648,8,"F"
1870,41.96,33.67,11.4,10.88,37.037,15.022,7.511,11.396,12,"F"
1871,65.27,49.21,16.06,33.63,103.652,46.827,26.107,27.454,10,"F"
1876,59.05,44.55,12.43,21.74,109.971,36.053,17.301,32.116,15,"M"
1882,62.16,48.17,17.09,35.1,91.945,32.012,25.486,27.143,12,"F"
1883,64.75,52.32,19.17,43.15,119.813,53.872,24.916,36.623,10,"M"
1888,38.85,30.56,11.4,8.76,31.132,13.002,5.957,10.723,7,"F"
1894,58.53,47.66,16.06,28.78,90.287,38.902,22.274,25.9,10,"J"
1896,64.75,51.8,15.54,34.28,98.731,35.69,23.155,31.598,15,"F"
1900,50.25,39.89,13.47,18.49,58.845,25.952,18.441,15.954,7,"J"
1902,46.62,37.3,12.95,14.69,46.62,19.788,8.961,15.022,12,"J"
1906,29.53,21.76,7.77,3.2,12.277,5.698,2.953,4.144,7,"M"
1909,51.8,41.44,17.09,25.01,73.608,27.972,15.074,23.31,20,"F"
1912,63.2,50.25,15.02,33.03,137.84,81.119,23.362,29.681,9,"M"
1913,74.59,56.98,21.24,60.52,220.15,118.674,45.843,52.94,13,"M"
1916,60.09,47.66,16.06,30.63,107.071,48.588,23.051,30.562,10,"M"
1919,24.35,18.13,5.7,1.72,6.941,2.797,1.295,1.865,6,"J"
1920,50.76,40.4,12.43,17.05,52.94,22.844,10.671,18.078,9,"J"
1931,59.57,45.58,12.95,22.87,88.215,47.19,17.767,20.357,9,"J"
1934,51.8,41.44,17.09,24.39,85.47,26.314,21.238,29.526,13,"M"
1937,54.39,40.4,12.43,18.3,68.79,32.271,15.229,18.441,9,"J"
1938,42.48,32.63,10.36,9.63,31.08,12.846,5.957,10.36,8,"J"
1939,67.34,51.8,19.17,45.37,149.339,76.768,30.614,35.328,9,"F"
1940,75.63,60.61,23.31,72.16,231.08,128.412,43.719,58.327,14,"M"
1941,63.71,51.8,17.09,37.74,121.885,50.557,25.278,35.742,17,"F"
1942,49.21,38.85,15.54,19.52,57.912,20.254,12.587,20.15,12,"F"
1943,59.57,45.58,16.58,29.84,99.611,50.039,17.198,28.49,13,"M"
1946,35.74,25.9,9.32,5.73,21.031,8.081,6.112,5.698,6,"F"
1948,66.82,51.8,18.65,43.82,151.36,62.005,25.123,45.48,11,"M"
1952,67.86,54.39,19.17,47.47,130.432,50.453,22.947,46.102,20,"M"
1961,38.85,30.04,10.36,8.16,22.688,9.583,3.937,7.77,6,"J"
1962,73.56,54.91,20.2,54.49,194.198,69.982,42.113,71.018,12,"F"
1969,59.05,47.14,15.54,29.3,98.627,40.352,22.326,28.438,9,"M"
1974,52.32,39.89,13.99,19.38,64.077,26.004,12.173,20.72,12,"F"
1975,56.46,42.99,15.54,25.36,75.991,28.956,16.887,22.637,11,"F"
1976,62.68,49.21,19.68,41.19,116.602,61.124,25.589,26.936,10,"M"
1977,66.3,51.8,17.61,38.78,131.002,58.534,34.965,32.634,9,"F"
1981,27.45,20.72,6.73,2.61,8.702,3.522,1.088,3.108,7,"M"
1982,45.58,37.81,12.95,14.72,53.458,22.326,11.81,16.058,10,"M"
1983,60.09,46.62,14.5,26.94,99.611,50.35,18.803,26.211,9,"M"
1986,44.55,33.67,12.43,12.06,46.102,17.094,10.308,16.058,8,"F"
1987,64.75,50.25,18.13,41.48,141.103,70.085,27.091,38.384,10,"F"
1999,72.52,58.53,18.13,49.93,192.333,87.49,40.767,55.944,10,"M"
2010,50.25,37.3,12.43,15.66,53.406,25.537,10.619,15.229,8,"J"
2018,69.93,53.35,15.02,37.27,131.054,62.419,30.976,33.67,10,"M"
2021,52.84,42.99,15.02,23.05,77.804,34.136,19.011,21.031,8,"M"
2022,63.2,48.69,20.2,41.55,131.935,48.588,34.343,41.233,12,"F"
2024,70.45,56.98,18.13,48.48,152.603,73.867,29.215,44.496,11,"F"
2025,64.23,49.21,16.58,34.47,93.965,38.436,17.301,31.857,11,"J"
2029,53.35,40.92,17.09,23.98,78.373,19.736,17.612,33.204,10,"F"
2033,50.76,39.89,11.91,16.48,70.759,33.825,16.731,17.094,13,"J"
2035,37.3,28.49,11.4,7.94,24.191,9.842,5.439,8.806,10,"J"
2040,68.89,54.39,18.65,44.38,163.533,70.241,23.724,47.242,14,"F"
2042,64.75,49.21,13.47,28.44,89.044,33.1,18.389,24.864,13,"F"
2043,61.64,48.17,18.13,35.81,115.514,41.595,26.314,40.404,13,"M"
2044,54.39,41.44,14.5,21.99,62.73,26.988,11.189,21.756,9,"J"
2045,66.82,52.84,16.58,39.82,137.788,69.049,32.012,32.841,9,"M"
2048,74.59,54.39,18.65,51.43,149.702,65.372,33.307,45.066,7,"F"
2049,63.2,49.73,17.09,34.53,128.827,57.757,27.713,38.539,8,"M"
2054,62.16,51.8,16.58,35.47,105.154,41.388,17.975,34.188,19,"M"
2059,33.15,24.86,8.29,4.44,18.648,8.288,3.989,5.698,6,"M"
2061,41.44,32.63,8.81,7.92,27.713,12.018,6.061,7.925,6,"J"
